,player_name,hand_id,starting_bankroll,net_earning,player_cards,play_cards_value,community_cards,WIN,T_CARDS,best_hand
0,marki,1002573263,1516,-120,9hKs,9K,Kh6dQcTcQs,False,9H KS KH 6D QC TC QS,"('two-pair', ['K', 'Q', 'T'])"
1,marki,1002573342,1376,-70,TcKh,TK,5c9c9s7sJc,False,TC KH 5C 9C 9S 7S JC,"('one-pair', ['9', 'K', 'J', 'T'])"
2,marki,1002573480,1301,-70,QsQh,QQ,6d7h2h4cKd,False,QS QH 6D 7H 2H 4C KD,"('one-pair', ['Q', 'K', '7', '6'])"
3,marki,1002573794,1161,-20,6c8c,68,5dJdTsTd7d,False,6C 8C 5D JD TS TD 7D,"('one-pair', ['T', 'J', '8', '7'])"
4,marki,1002573860,1141,7,Ah9h,A9,Qc8d3hQs3c,True,AH 9H QC 8D 3H QS 3C,"('two-pair', ['Q', '3', 'A'])"
5,marki,1002573950,1148,-90,JcJh,JJ,Kc4d2c8c5s,False,JC JH KC 4D 2C 8C 5S,"('one-pair', ['J', 'K', '8', '5'])"
6,marki,1002574014,1058,-20,9dQs,9Q,8s7d5cKc7s,False,9D QS 8S 7D 5C KC 7S,"('one-pair', ['7', 'K', 'Q', '9'])"
7,marki,1002574145,1038,105,Qs9c,Q9,4h4d9h2s6s,True,QS 9C 4H 4D 9H 2S 6S,"('two-pair', ['9', '4', 'Q'])"
8,marki,1002575472,1203,55,8s5d,85,7s6cTc4d8h,True,8S 5D 7S 6C TC 4D 8H,"('straight', '8')"
9,marki,1004464882,1273,-60,2dAs,2A,8dAd9h3s7h,False,2D AS 8D AD 9H 3S 7H,"('one-pair', ['A', '9', '8', '7'])"
10,marki,1004465007,1183,-10,9hJs,9J,AcAs6h3s5c,False,9H JS AC AS 6H 3S 5C,"('one-pair', ['A', 'J', '9', '6'])"
11,marki,1004542699,1178,60,TcKd,TK,QhJs2cJcQd,True,TC KD QH JS 2C JC QD,"('two-pair', ['Q', 'J', 'K'])"
12,marki,1004542866,1328,50,JhTh,JT,4s3dKd7hAc,True,JH TH 4S 3D KD 7H AC,"('high_card', 'A')"
13,marki,1004542888,1378,-50,JdQc,JQ,7h6c2c9c9h,False,JD QC 7H 6C 2C 9C 9H,"('one-pair', ['9', 'Q', 'J', '7'])"
14,marki,1004542922,1328,60,3s6h,36,5h6cKdKs4d,True,3S 6H 5H 6C KD KS 4D,"('two-pair', ['K', '6', '5'])"
15,marki,1004542948,1388,-90,Ad4d,A4,7d8d2c7c6s,False,AD 4D 7D 8D 2C 7C 6S,"('one-pair', ['7', 'A', '8', '6'])"
16,marki,1004543124,1343,100,6cJc,6J,6h7cJsQcTs,True,6C JC 6H 7C JS QC TS,"('two-pair', ['J', '6', 'Q'])"
17,marki,1004543194,1433,-90,KcJc,KJ,4c3s9s8d8c,False,KC JC 4C 3S 9S 8D 8C,"('one-pair', ['8', 'K', 'J', '9'])"
18,marki,1004543268,1338,-70,5hKd,5K,4cAs3s5d2h,False,5H KD 4C AS 3S 5D 2H,"('one-pair', ['5', 'A', 'K', '4'])"
19,marki,1004553554,1238,90,AdQc,AQ,KdTh4cJh4d,True,AD QC KD TH 4C JH 4D,"('straight', 'A')"
20,marki,1004553604,1328,-60,6sAc,6A,Jd4s4cAs5c,False,6S AC JD 4S 4C AS 5C,"('two-pair', ['A', '4', 'J'])"
21,marki,1004553702,1343,55,9dJs,9J,7d2sJh4d3c,True,9D JS 7D 2S JH 4D 3C,"('one-pair', ['J', '9', '7', '4'])"
22,marki,1004555204,1388,-60,AhKc,AK,4s5d6s2s4c,False,AH KC 4S 5D 6S 2S 4C,"('one-pair', ['4', 'A', 'K', '6'])"
23,oval,1002963855,1660,-110,9c8c,98,9h5cQc3dKs,False,9C 8C 9H 5C QC 3D KS,"('one-pair', ['9', 'K', 'Q', '8'])"
24,oval,1002963963,1550,-60,9sAh,9A,TcAc8h8c2s,False,9S AH TC AC 8H 8C 2S,"('two-pair', ['A', '8', 'T'])"
25,oval,1002964028,1490,-120,AsTs,AT,Kc5s4sJc3c,False,AS TS KC 5S 4S JC 3C,"('high_card', 'J')"
26,oval,1002964049,1370,60,6cTc,6T,2cKd6d7d4s,True,6C TC 2C KD 6D 7D 4S,"('one-pair', ['6', 'K', 'T', '7'])"
27,oval,1002964071,1430,120,7s3s,73,4hJs9sJh2s,True,7S 3S 4H JS 9S JH 2S,"('flush', ['J', '9', '7', '3', '2'])"
28,oval,1002964149,1535,-20,9s8d,98,KhAd5h7dTc,False,9S 8D KH AD 5H 7D TC,"('high_card', 'T')"
29,oval,1002964173,1515,-60,9sJh,9J,Qs6sTdJdTs,False,9S JH QS 6S TD JD TS,"('two-pair', ['J', 'T', 'Q'])"
30,oval,1002964212,1450,-40,5h5s,55,3hQc7s9c8c,False,5H 5S 3H QC 7S 9C 8C,"('one-pair', ['5', 'Q', '9', '8'])"
31,oval,1002964230,1410,-70,8d9s,89,3cTdQs4d3h,False,8D 9S 3C TD QS 4D 3H,"('one-pair', ['3', 'Q', 'T', '9'])"
32,oval,1002964247,1340,-70,2c6c,26,5d2hJdQh8h,False,2C 6C 5D 2H JD QH 8H,"('one-pair', ['2', 'Q', 'J', '8'])"
33,oval,1002964292,1250,200,AcJs,AJ,Qs4d8hQcJd,True,AC JS QS 4D 8H QC JD,"('two-pair', ['Q', 'J', 'A'])"
34,oval,1002964325,1450,180,7s6c,76,8hThTs6s6h,True,7S 6C 8H TH TS 6S 6H,"('three-of-a-kind', '6')"
35,oval,1002964373,1630,100,7sTs,7T,JsKs4d3h3s,True,7S TS JS KS 4D 3H 3S,"('flush', ['K', 'J', 'T', '7', '3'])"
36,oval,1002964397,1730,30,JhAc,JA,Ts5c8sKd7d,True,JH AC TS 5C 8S KD 7D,"('high_card', 'K')"
37,oval,1002964411,1760,-70,8d8c,88,2hAd3s7c6s,False,8D 8C 2H AD 3S 7C 6S,"('one-pair', ['8', 'A', '7', '6'])"
38,oval,1002964450,1675,160,As6d,A6,9c7d8s8d5c,True,AS 6D 9C 7D 8S 8D 5C,"('straight', '9')"
39,oval,1002964491,1835,40,As7s,A7,9c8s4hAdTh,True,AS 7S 9C 8S 4H AD TH,"('one-pair', ['A', 'T', '9', '8'])"
40,oval,1002964593,1870,30,QsAd,QA,7h7c3d9hJh,True,QS AD 7H 7C 3D 9H JH,"('one-pair', ['7', 'A', 'Q', 'J'])"
41,oval,1002964664,1895,-70,TcTh,TT,4c7h7d5c6s,False,TC TH 4C 7H 7D 5C 6S,"('two-pair', ['T', '7', '6'])"
42,oval,1002964742,1815,50,KsJh,KJ,7h2s5c2dQs,True,KS JH 7H 2S 5C 2D QS,"('one-pair', ['2', 'K', 'Q', 'J'])"
43,oval,1002964803,1855,-10,6c7d,67,2d8hQcAdJs,False,6C 7D 2D 8H QC AD JS,"('high_card', 'A')"
44,oval,1002964857,1815,200,Ac8c,A8,Td8s3h5sAs,True,AC 8C TD 8S 3H 5S AS,"('two-pair', ['A', '8', 'T'])"
45,oval,1002964897,2020,-30,6c8h,68,7c4s2s9s5s,False,6C 8H 7C 4S 2S 9S 5S,"('straight', '9')"
46,oval,1002964942,2000,-10,7sTh,7T,8h2cJs8d3s,False,7S TH 8H 2C JS 8D 3S,"('one-pair', ['8', 'J', 'T', '7'])"
47,oval,1002964975,1990,-50,Ah8d,A8,Js7d6sQh6h,False,AH 8D JS 7D 6S QH 6H,"('one-pair', ['6', 'A', 'Q', 'J'])"
48,oval,1002965033,1910,-50,Kc8h,K8,5hAsKd4c9d,False,KC 8H 5H AS KD 4C 9D,"('one-pair', ['K', 'A', '9', '8'])"
49,oval,1002965053,1860,-70,AdTd,AT,TsJhQc4c9s,False,AD TD TS JH QC 4C 9S,"('one-pair', ['T', 'A', 'Q', 'J'])"
50,oval,1002965095,1790,45,AhJc,AJ,5c7dThKd4c,True,AH JC 5C 7D TH KD 4C,"('high_card', 'K')"
51,oval,1002965129,1835,100,JsJh,JJ,3sJc6dQs7d,True,JS JH 3S JC 6D QS 7D,"('three-of-a-kind', 'J')"
52,oval,1002965181,1935,100,KcAs,KA,Qc5h4sAh6s,True,KC AS QC 5H 4S AH 6S,"('one-pair', ['A', 'K', 'Q', '6'])"
53,oval,1002965338,2030,180,3h4h,34,Ad5c2h8d7h,True,3H 4H AD 5C 2H 8D 7H,"('high_card', '8')"
54,oval,1002965373,2210,-90,QdKh,QK,3sQhJd6c3h,False,QD KH 3S QH JD 6C 3H,"('two-pair', ['Q', '3', 'K'])"
55,oval,1002965595,2070,-100,JsJh,JJ,Th4d6d9c6s,False,JS JH TH 4D 6D 9C 6S,"('two-pair', ['J', '6', 'T'])"
56,oval,1002965649,1970,-170,TsQh,TQ,4s5hQc4dTc,False,TS QH 4S 5H QC 4D TC,"('two-pair', ['Q', 'T', '5'])"
57,oval,1002966501,1695,-80,5d8c,58,7d8dQcAs9c,False,5D 8C 7D 8D QC AS 9C,"('one-pair', ['8', 'A', 'Q', '9'])"
58,oval,1002966685,1625,20,As5d,A5,8s3c7c9dTs,True,AS 5D 8S 3C 7C 9D TS,"('high_card', 'T')"
59,oval,1002966977,1590,-40,Kh3h,K3,7s7h6s5hQc,False,KH 3H 7S 7H 6S 5H QC,"('one-pair', ['7', 'K', 'Q', '6'])"
60,oval,1002967083,1530,-30,Qd9c,Q9,ThTd3hJh3c,False,QD 9C TH TD 3H JH 3C,"('two-pair', ['T', '3', 'Q'])"
61,oval,1002967271,1510,-60,TcTs,TT,3h4sJcJhKh,False,TC TS 3H 4S JC JH KH,"('two-pair', ['J', 'T', 'K'])"
62,oval,1002967326,1440,0,8d2d,82,JdTsKc4c4s,False,8D 2D JD TS KC 4C 4S,"('one-pair', ['4', 'K', 'J', 'T'])"
63,oval,1002967527,1475,-40,5hTh,5T,2h8dQd6sJd,False,5H TH 2H 8D QD 6S JD,"('high_card', 'Q')"
64,oval,1002967547,1435,32,4hAc,4A,QhJcAd2sJd,True,4H AC QH JC AD 2S JD,"('two-pair', ['A', 'J', 'Q'])"
65,oval,1002967586,1467,75,JhTd,JT,9hTcTsAh8d,True,JH TD 9H TC TS AH 8D,"('three-of-a-kind', 'T')"
66,oval,1002967747,1492,-30,JdQd,JQ,3c7s5s4s4d,False,JD QD 3C 7S 5S 4S 4D,"('one-pair', ['4', 'Q', 'J', '7'])"
67,oval,1002967878,1442,120,7s3s,73,7c5c7d4hTh,True,7S 3S 7C 5C 7D 4H TH,"('three-of-a-kind', '7')"
68,oval,1002967950,1562,-20,Tc8c,T8,6d9d2d5c9h,False,TC 8C 6D 9D 2D 5C 9H,"('one-pair', ['9', 'T', '8', '6'])"
69,oval,1002967990,1532,105,AcQd,AQ,4dJdAh3s7c,True,AC QD 4D JD AH 3S 7C,"('one-pair', ['A', 'Q', 'J', '7'])"
70,oval,1002968067,1597,60,9d8s,98,8hQhAhAs4d,True,9D 8S 8H QH AH AS 4D,"('two-pair', ['A', '8', 'Q'])"
71,oval,1002968129,1712,-50,Qh9s,Q9,Jh7c7dTh9d,False,QH 9S JH 7C 7D TH 9D,"('two-pair', ['9', '7', 'Q'])"
72,oval,1002968160,1662,-80,QhKh,QK,5h2h2cTd9s,False,QH KH 5H 2H 2C TD 9S,"('one-pair', ['2', 'K', 'Q', 'T'])"
73,oval,1002968262,1582,47,QsAh,QA,8cJcTs3s9s,True,QS AH 8C JC TS 3S 9S,"('straight', 'Q')"
74,oval,1002968307,1629,-70,9hJh,9J,2c3c9d4h6s,False,9H JH 2C 3C 9D 4H 6S,"('one-pair', ['9', 'J', '6', '4'])"
75,oval,1002968401,1549,130,4c4d,44,7h3hKs7c4h,True,4C 4D 7H 3H KS 7C 4H,"('three-of-a-kind', '4')"
76,oval,1002968473,1644,90,4s4d,44,6dAc3h2dJh,True,4S 4D 6D AC 3H 2D JH,"('one-pair', ['4', 'A', 'J', '6'])"
77,oval,1002968611,1634,-110,6hJh,6J,3cJc2h4s7s,False,6H JH 3C JC 2H 4S 7S,"('one-pair', ['J', '7', '6', '4'])"
78,oval,1002968682,1524,-70,Js7d,J7,7s9d3sQdAc,False,JS 7D 7S 9D 3S QD AC,"('one-pair', ['7', 'A', 'Q', 'J'])"
79,oval,1002968708,1454,-110,2c3c,23,2d4hQs7c6h,False,2C 3C 2D 4H QS 7C 6H,"('one-pair', ['2', 'Q', '7', '6'])"
80,oval,1002968781,1314,20,2d5s,25,Kd5c5h6c4d,True,2D 5S KD 5C 5H 6C 4D,"('three-of-a-kind', '5')"
81,oval,1002968810,1334,-90,Qd2h,Q2,QsTc9h5s9c,False,QD 2H QS TC 9H 5S 9C,"('two-pair', ['Q', '9', 'T'])"
82,oval,1002968838,1244,105,7s5s,75,5dQh7h2sAc,True,7S 5S 5D QH 7H 2S AC,"('two-pair', ['7', '5', 'A'])"
83,oval,1002968867,1349,-30,Qh9c,Q9,4sAdThKs3h,False,QH 9C 4S AD TH KS 3H,"('high_card', 'K')"
84,oval,1002968909,1329,-70,5c7d,57,6s5sJdQcJh,False,5C 7D 6S 5S JD QC JH,"('two-pair', ['J', '5', 'Q'])"
85,oval,1002968934,1259,95,7dJd,7J,2h5d5sTcJs,True,7D JD 2H 5D 5S TC JS,"('two-pair', ['J', '5', 'T'])"
86,oval,1002968997,1304,-100,Tc4c,T4,Td7d3dKcAc,False,TC 4C TD 7D 3D KC AC,"('one-pair', ['T', 'A', 'K', '7'])"
87,oval,1002969038,1214,90,2h5d,25,8c4h5h6c5c,True,2H 5D 8C 4H 5H 6C 5C,"('three-of-a-kind', '5')"
88,oval,1002969060,1304,-80,7s6s,76,6d9cAcKh8h,False,7S 6S 6D 9C AC KH 8H,"('one-pair', ['6', 'A', 'K', '9'])"
89,oval,1002969108,1259,-130,6cKc,6K,8hJh6hQd3c,False,6C KC 8H JH 6H QD 3C,"('one-pair', ['6', 'K', 'Q', 'J'])"
90,oval,1002969164,1069,-80,Js4s,J4,5cTdKc2s5h,False,JS 4S 5C TD KC 2S 5H,"('one-pair', ['5', 'K', 'J', 'T'])"
91,oval,1002969209,1004,-70,5cTd,5T,3dTsKs4cJh,False,5C TD 3D TS KS 4C JH,"('one-pair', ['T', 'K', 'J', '5'])"
92,oval,1002969225,934,-20,Kc7d,K7,8c6h3d4dQs,False,KC 7D 8C 6H 3D 4D QS,"('high_card', 'Q')"
93,oval,1002969255,909,-30,Ts8s,T8,7d2c7s4h2s,False,TS 8S 7D 2C 7S 4H 2S,"('two-pair', ['7', '2', 'T'])"
94,oval,1002969313,859,440,9h3h,93,9c4c5s2d6h,True,9H 3H 9C 4C 5S 2D 6H,"('straight', '6')"
95,oval,1002969354,1304,-240,Qd8c,Q8,KdQs8h9c3d,False,QD 8C KD QS 8H 9C 3D,"('two-pair', ['Q', '8', 'K'])"
96,oval,1002969415,1104,-90,QsQh,QQ,6cAsTd4hAh,False,QS QH 6C AS TD 4H AH,"('two-pair', ['A', 'Q', 'T'])"
97,oval,1002969432,1014,95,6cKc,6K,8hKs7d2s2h,True,6C KC 8H KS 7D 2S 2H,"('two-pair', ['K', '2', '8'])"
98,oval,1002969450,1109,-70,TsQd,TQ,6c2c9c6h8d,False,TS QD 6C 2C 9C 6H 8D,"('one-pair', ['6', 'Q', 'T', '9'])"
99,oval,1002969507,1079,95,JdAd,JA,QhTc7h8cJh,True,JD AD QH TC 7H 8C JH,"('one-pair', ['J', 'A', 'Q', 'T'])"
100,oval,1002969530,1214,-80,Jd3d,J3,9c3cKh9sTc,False,JD 3D 9C 3C KH 9S TC,"('two-pair', ['9', '3', 'K'])"
101,oval,1002969554,1144,40,4sKc,4K,Js3sJh7dJc,True,4S KC JS 3S JH 7D JC,"('three-of-a-kind', 'J')"
102,oval,1002969569,1184,-70,6c7c,67,3hKdTh5h6h,False,6C 7C 3H KD TH 5H 6H,"('one-pair', ['6', 'K', 'T', '7'])"
103,oval,1002969600,1139,70,7dJd,7J,8cJs9h5c4d,True,7D JD 8C JS 9H 5C 4D,"('one-pair', ['J', '9', '8', '7'])"
104,oval,1002969615,1209,120,QdAd,QA,7c8c6h4dAh,True,QD AD 7C 8C 6H 4D AH,"('one-pair', ['A', 'Q', '8', '7'])"
105,oval,1002969682,1519,-50,7h6h,76,2h9dKd5s6d,False,7H 6H 2H 9D KD 5S 6D,"('one-pair', ['6', 'K', '9', '7'])"
106,oval,1002969707,1489,-60,4sKd,4K,2hQs3s6c9h,False,4S KD 2H QS 3S 6C 9H,"('high_card', '9')"
107,oval,1002969749,1374,160,2dAc,2A,AhJd2hAd3d,True,2D AC AH JD 2H AD 3D,"('three-of-a-kind', 'A')"
108,oval,1002969768,1534,-90,2hJd,2J,KhKsTd3c9d,False,2H JD KH KS TD 3C 9D,"('one-pair', ['K', 'J', 'T', '9'])"
109,oval,1002969788,1444,100,3s8s,38,6s4s2d5d9s,True,3S 8S 6S 4S 2D 5D 9S,"('flush', ['9', '8', '6', '4', '3'])"
110,oval,1002969807,1544,80,AsTd,AT,Tc9d3c5h4d,True,AS TD TC 9D 3C 5H 4D,"('one-pair', ['T', 'A', '9', '5'])"
111,oval,1002969840,1569,80,8c7d,87,6c7h3cQsKd,True,8C 7D 6C 7H 3C QS KD,"('one-pair', ['7', 'K', 'Q', '8'])"
112,oval,1002969854,1649,-70,4s5c,45,6hAhAc6s7d,False,4S 5C 6H AH AC 6S 7D,"('two-pair', ['A', '6', '7'])"
113,oval,1002969869,1579,-140,3hAh,3A,Ks6h5c9d6s,False,3H AH KS 6H 5C 9D 6S,"('one-pair', ['6', 'A', 'K', '9'])"
114,oval,1002969889,1439,-80,7d6c,76,9h4dTh6h3h,False,7D 6C 9H 4D TH 6H 3H,"('one-pair', ['6', 'T', '9', '7'])"
115,oval,1002969912,1374,-30,4h7s,47,Kh9hTs2d8s,False,4H 7S KH 9H TS 2D 8S,"('high_card', 'T')"
116,oval,1002969939,1374,75,4s4h,44,AsJh3h5s8c,True,4S 4H AS JH 3H 5S 8C,"('one-pair', ['4', 'A', 'J', '8'])"
117,oval,1002969951,1449,-70,7s4s,74,5dAh3cTc9d,False,7S 4S 5D AH 3C TC 9D,"('high_card', 'T')"
118,oval,1002969987,1344,80,5sTs,5T,AsKs9s6sKc,True,5S TS AS KS 9S 6S KC,"('flush', ['A', 'K', 'T', '9', '6'])"
119,oval,1002970000,1424,-150,TsJh,TJ,AcKhJs7sKc,False,TS JH AC KH JS 7S KC,"('two-pair', ['K', 'J', 'A'])"
120,oval,1002970040,1339,80,3h2h,32,Kd2s5c6h6c,True,3H 2H KD 2S 5C 6H 6C,"('two-pair', ['6', '2', 'K'])"
121,oval,1002970052,1419,75,7c9s,79,6h7d3h7s9h,True,7C 9S 6H 7D 3H 7S 9H,"('three-of-a-kind', '7')"
122,oval,1002970065,1494,100,5c2s,52,2d6dTd2cQs,True,5C 2S 2D 6D TD 2C QS,"('three-of-a-kind', '2')"
123,oval,1002970088,1604,-70,6dKh,6K,2h4sQc2c8s,False,6D KH 2H 4S QC 2C 8S,"('one-pair', ['2', 'K', 'Q', '8'])"
124,oval,1002970105,1534,-60,6d3h,63,Qh7c3sAs6c,False,6D 3H QH 7C 3S AS 6C,"('two-pair', ['6', '3', 'A'])"
125,oval,1002970128,1484,-110,KsTc,KT,2d8sTd9c8h,False,KS TC 2D 8S TD 9C 8H,"('two-pair', ['T', '8', 'K'])"
126,oval,1002970165,1304,-100,JcQh,JQ,6s7h2c3d4d,False,JC QH 6S 7H 2C 3D 4D,"('high_card', '4')"
127,oval,1002970208,1224,-30,5s6h,56,3dKhQcKdQd,False,5S 6H 3D KH QC KD QD,"('two-pair', ['K', 'Q', '6'])"
128,oval,1002970227,1204,90,JsTs,JT,6hJhAh9d7c,True,JS TS 6H JH AH 9D 7C,"('one-pair', ['J', 'A', 'T', '9'])"
129,oval,1002970241,1294,70,Js9d,J9,2cTsKh8c7h,True,JS 9D 2C TS KH 8C 7H,"('straight', 'J')"
130,oval,1002970259,1364,140,5c4c,54,7h4h9c3h4d,True,5C 4C 7H 4H 9C 3H 4D,"('three-of-a-kind', '4')"
131,oval,1002970279,1504,5,7hAd,7A,As4c6c4dJh,True,7H AD AS 4C 6C 4D JH,"('two-pair', ['A', '4', 'J'])"
132,oval,1002970301,1524,35,6s2h,62,Ks4c6h9dJc,True,6S 2H KS 4C 6H 9D JC,"('one-pair', ['6', 'K', 'J', '9'])"
133,oval,1002970325,1594,35,Ac7c,A7,Kd3sQs5s7d,True,AC 7C KD 3S QS 5S 7D,"('one-pair', ['7', 'A', 'K', 'Q'])"
134,oval,1002970336,1629,-90,5dTd,5T,Jc8h6h2s3h,False,5D TD JC 8H 6H 2S 3H,"('high_card', '6')"
135,oval,1002970360,1549,-100,8c4h,84,7cAs6cTd8d,False,8C 4H 7C AS 6C TD 8D,"('one-pair', ['8', 'A', 'T', '7'])"
136,oval,1002970376,1449,-60,2h6d,26,8s3c5hQdTh,False,2H 6D 8S 3C 5H QD TH,"('high_card', 'Q')"
137,oval,1002970391,1389,120,AcAs,AA,5sAdQs5h8c,True,AC AS 5S AD QS 5H 8C,"('three-of-a-kind', 'A')"
138,oval,1002970431,1524,-70,6d8d,68,4s6c2sJs5c,False,6D 8D 4S 6C 2S JS 5C,"('one-pair', ['6', 'J', '8', '5'])"
139,oval,1002970455,1454,120,KsAh,KA,ThTcKdAd8h,True,KS AH TH TC KD AD 8H,"('two-pair', ['K', 'T', 'A'])"
140,oval,1002970515,1689,-30,9s2h,92,AhQd3h8h7d,False,9S 2H AH QD 3H 8H 7D,"('high_card', '8')"
141,oval,1002970565,1624,90,3dQs,3Q,Qc3hKc9sTs,True,3D QS QC 3H KC 9S TS,"('two-pair', ['Q', '3', 'K'])"
142,oval,1002970607,1749,-80,JsQc,JQ,7c8h3h3cKd,False,JS QC 7C 8H 3H 3C KD,"('one-pair', ['3', 'K', 'Q', 'J'])"
143,oval,1002970651,1704,-70,5cAs,5A,9c8s5d6c2s,False,5C AS 9C 8S 5D 6C 2S,"('one-pair', ['5', 'A', '9', '8'])"
144,oval,1002970674,1649,60,Ac9d,A9,Qc7sKc7c6c,True,AC 9D QC 7S KC 7C 6C,"('flush', ['A', 'K', 'Q', '7', '6'])"
145,oval,1002970742,1704,-30,9d7c,97,JsAhQd5h6d,False,9D 7C JS AH QD 5H 6D,"('high_card', 'Q')"
146,oval,1002970800,1794,-30,3hQh,3Q,5s5d4s8s7s,False,3H QH 5S 5D 4S 8S 7S,"('one-pair', ['5', 'Q', '8', '7'])"
147,oval,1002970829,1779,-60,2sJd,2J,3h6d4sKs6h,False,2S JD 3H 6D 4S KS 6H,"('one-pair', ['6', 'K', 'J', '4'])"
148,oval,1002970846,1719,-100,ThAc,TA,Kc3d8cJs5h,False,TH AC KC 3D 8C JS 5H,"('high_card', 'J')"
149,oval,1002970904,1604,0,QsAh,QA,Qc9d8d5h6h,False,QS AH QC 9D 8D 5H 6H,"('one-pair', ['Q', 'A', '9', '8'])"
150,oval,1002970928,1604,100,TdTs,TT,2h5s8h4cKc,True,TD TS 2H 5S 8H 4C KC,"('one-pair', ['T', 'K', '8', '5'])"
151,oval,1002970975,1664,140,7h9h,79,4hTs3c7c3d,True,7H 9H 4H TS 3C 7C 3D,"('two-pair', ['7', '3', 'T'])"
152,oval,1002971014,1784,-70,8h6h,86,Jh7d5dAhAc,False,8H 6H JH 7D 5D AH AC,"('one-pair', ['A', 'J', '8', '7'])"
153,oval,1002971025,1714,-50,4c8c,48,JsAsTc7d5h,False,4C 8C JS AS TC 7D 5H,"('high_card', 'T')"
154,oval,1002971053,1664,140,9d7s,97,6hTs9h8s3h,True,9D 7S 6H TS 9H 8S 3H,"('straight', 'T')"
155,oval,1003391431,1774,95,AcQc,AQ,Th2dJdKh9d,True,AC QC TH 2D JD KH 9D,"('straight', 'A')"
156,oval,1003391583,1869,-90,7c7h,77,8s2d9c2sQd,False,7C 7H 8S 2D 9C 2S QD,"('two-pair', ['7', '2', 'Q'])"
157,oval,1003391654,1779,75,3cAh,3A,5h4h2s6s8h,True,3C AH 5H 4H 2S 6S 8H,"('straight', '6')"
158,oval,1003391716,1854,-70,QdQc,QQ,JcAd2h4d6c,False,QD QC JC AD 2H 4D 6C,"('one-pair', ['Q', 'A', 'J', '6'])"
159,oval,1003391913,1814,15,7d6d,76,6c9c3dAh3c,True,7D 6D 6C 9C 3D AH 3C,"('two-pair', ['6', '3', 'A'])"
160,oval,1003391954,1829,-20,Qh8h,Q8,9d8d7cAsKc,False,QH 8H 9D 8D 7C AS KC,"('one-pair', ['8', 'A', 'K', 'Q'])"
161,oval,1003391986,1809,60,9hKc,9K,9c5sKd4c7s,True,9H KC 9C 5S KD 4C 7S,"('two-pair', ['K', '9', '7'])"
162,oval,1003394226,1784,-90,Qh4c,Q4,8d5h4dJcTd,False,QH 4C 8D 5H 4D JC TD,"('one-pair', ['4', 'Q', 'J', 'T'])"
163,oval,1003394259,1694,90,3hQh,3Q,3dQd4h5d8c,True,3H QH 3D QD 4H 5D 8C,"('two-pair', ['Q', '3', '8'])"
164,oval,1003394333,1774,65,TdQd,TQ,8s3c2c6hQh,True,TD QD 8S 3C 2C 6H QH,"('one-pair', ['Q', 'T', '8', '6'])"
165,oval,1003394452,1789,-80,ThAc,TA,2s4s8cJhKd,False,TH AC 2S 4S 8C JH KD,"('high_card', 'K')"
166,oval,1003394486,1709,205,Ad7d,A7,8d7c9d4s2s,True,AD 7D 8D 7C 9D 4S 2S,"('one-pair', ['7', 'A', '9', '8'])"
167,oval,1003395021,1714,-60,4cQc,4Q,9d6d2dQsKc,False,4C QC 9D 6D 2D QS KC,"('one-pair', ['Q', 'K', '9', '6'])"
168,oval,1003395312,1684,-30,AdJd,AJ,Qc2h3s5sQs,False,AD JD QC 2H 3S 5S QS,"('one-pair', ['Q', 'A', 'J', '5'])"
169,oval,1003395343,1654,20,AsQc,AQ,2sTc3d7cTd,True,AS QC 2S TC 3D 7C TD,"('one-pair', ['T', 'A', 'Q', '7'])"
170,oval,1003395428,1644,-10,2hQd,2Q,Jh8cAc6dTs,False,2H QD JH 8C AC 6D TS,"('high_card', 'A')"
171,oval,1003395472,1634,110,Ac8c,A8,6h7sTc8dJd,True,AC 8C 6H 7S TC 8D JD,"('one-pair', ['8', 'A', 'J', 'T'])"
172,oval,1003395526,1744,0,9s2h,92,5cTs9c7sKh,False,9S 2H 5C TS 9C 7S KH,"('one-pair', ['9', 'K', 'T', '7'])"
173,oval,1003395601,1739,40,8d5h,85,As5d4d6sJc,True,8D 5H AS 5D 4D 6S JC,"('one-pair', ['5', 'A', 'J', '8'])"
174,oval,1003396084,1864,190,AcKd,AK,4sThKc9h7c,True,AC KD 4S TH KC 9H 7C,"('one-pair', ['K', 'A', 'T', '9'])"
175,oval,1003396468,2009,90,6cTc,6T,KcAcTh5d6s,True,6C TC KC AC TH 5D 6S,"('two-pair', ['T', '6', 'A'])"
176,oval,1003396519,2099,70,8hQh,8Q,JdQc9d9h9c,True,8H QH JD QC 9D 9H 9C,"('three-of-a-kind', '9')"
177,oval,1003396563,2169,30,AhJc,AJ,Td2d7s2sQs,True,AH JC TD 2D 7S 2S QS,"('one-pair', ['2', 'A', 'Q', 'J'])"
178,oval,1003396817,2159,175,3dKd,3K,Tc6dKh4d2c,True,3D KD TC 6D KH 4D 2C,"('one-pair', ['K', 'T', '6', '4'])"
179,oval,1003397023,2349,-90,AdKd,AK,6s3dAs2d7s,False,AD KD 6S 3D AS 2D 7S,"('one-pair', ['A', 'K', '7', '6'])"
180,oval,1003397067,2259,-90,AdTc,AT,6d4sKh2hKs,False,AD TC 6D 4S KH 2H KS,"('one-pair', ['K', 'A', 'T', '6'])"
181,oval,1003397131,2199,130,6dKd,6K,Qh6h4h5d9s,True,6D KD QH 6H 4H 5D 9S,"('one-pair', ['6', 'K', 'Q', '9'])"
